,Year,City,Age Range,Number in Range
8365,2014,"Miami, FL",35 to 44 Years,69696
8366,2014,"Miami, FL",75 Years & Over,29915
8367,2014,"Miami, FL",60 & 61 Years,9739
8368,2014,"Miami, FL",45 to 54 Years,62710
8369,2014,"Miami, FL",18 to 24 Years,36279
8370,2014,"Miami, FL",65 to 74 Years,38497
8371,2013,"Miami, FL",75 Years & Over,32872
8372,2013,"Miami, FL",65 to 74 Years,32517
8373,2013,"Miami, FL",18 to 24 Years,35879
8374,2013,"Miami, FL",62 to 64 Years,11657
8375,2013,"Miami, FL",35 to 44 Years,61231
8376,2013,"Miami, FL",25 to 34 Years,70387
8377,2013,"Miami, FL",60 & 61 Years,10116
8378,2013,"Miami, FL",45 to 54 Years,58768
8379,2013,"Miami, FL",5 to 17 Years,49618
8380,2013,"Miami, FL",55 to 59 Years,25707
8381,2013,"Miami, FL",Under 5 Years,28918
8382,2018,"Miami, FL",18 to 24 Years,30527
8383,2018,"Miami, FL",75 Years & Over,41900
8384,2018,"Miami, FL",45 to 54 Years,71718
8385,2018,"Miami, FL",Under 5 Years,26948
8386,2018,"Miami, FL",65 to 74 Years,41123
8387,2018,"Miami, FL",35 to 44 Years,67215
8388,2018,"Miami, FL",55 to 59 Years,28494
8389,2018,"Miami, FL",5 to 17 Years,56486
8390,2018,"Miami, FL",62 to 64 Years,15074
8391,2018,"Miami, FL",25 to 34 Years,80956
8392,2018,"Miami, FL",60 & 61 Years,10470
8393,2017,"Miami, FL",5 to 17 Years,55512
8394,2017,"Miami, FL",75 Years & Over,36040
8395,2017,"Miami, FL",60 & 61 Years,10362
8396,2017,"Miami, FL",25 to 34 Years,77577
8397,2017,"Miami, FL",62 to 64 Years,15697
8398,2017,"Miami, FL",18 to 24 Years,38036
8399,2017,"Miami, FL",55 to 59 Years,27521
8400,2017,"Miami, FL",35 to 44 Years,68373
8401,2017,"Miami, FL",65 to 74 Years,38913
8402,2017,"Miami, FL",Under 5 Years,26488
8403,2017,"Miami, FL",45 to 54 Years,68835
8404,2016,"Miami, FL",5 to 17 Years,52641
8405,2016,"Miami, FL",18 to 24 Years,35785
8406,2016,"Miami, FL",60 & 61 Years,10198
8407,2016,"Miami, FL",75 Years & Over,39903
8408,2016,"Miami, FL",45 to 54 Years,64738
8409,2016,"Miami, FL",35 to 44 Years,67609
8410,2016,"Miami, FL",62 to 64 Years,12279
8411,2016,"Miami, FL",65 to 74 Years,39983
8412,2016,"Miami, FL",55 to 59 Years,30160
8413,2016,"Miami, FL",Under 5 Years,26153
8414,2016,"Miami, FL",25 to 34 Years,74135
8415,2015,"Miami, FL",25 to 34 Years,74621
8416,2015,"Miami, FL",18 to 24 Years,33628
8417,2015,"Miami, FL",55 to 59 Years,29394
8418,2015,"Miami, FL",75 Years & Over,36581
8419,2015,"Miami, FL",35 to 44 Years,66017
8420,2015,"Miami, FL",60 & 61 Years,11742
8421,2015,"Miami, FL",Under 5 Years,27205
8422,2015,"Miami, FL",5 to 17 Years,48374
8423,2015,"Miami, FL",45 to 54 Years,61991
8424,2015,"Miami, FL",62 to 64 Years,13020
8425,2015,"Miami, FL",65 to 74 Years,38416
8426,2014,"Miami, FL",62 to 64 Years,16030
8427,2014,"Miami, FL",5 to 17 Years,50378
8428,2014,"Miami, FL",Under 5 Years,25756
8429,2014,"Miami, FL",25 to 34 Years,69190
8430,2014,"Miami, FL",55 to 59 Years,22151
8431,2014,"Miami, FL",35 to 44 Years,69696
8432,2014,"Miami, FL",75 Years & Over,29915
8433,2014,"Miami, FL",60 & 61 Years,9739
8434,2014,"Miami, FL",45 to 54 Years,62710
8435,2014,"Miami, FL",18 to 24 Years,36279
8436,2014,"Miami, FL",65 to 74 Years,38497
8437,2013,"Miami, FL",75 Years & Over,32872
8438,2013,"Miami, FL",65 to 74 Years,32517
8439,2013,"Miami, FL",18 to 24 Years,35879
8440,2013,"Miami, FL",62 to 64 Years,11657
8441,2013,"Miami, FL",35 to 44 Years,61231
8442,2013,"Miami, FL",25 to 34 Years,70387
8443,2013,"Miami, FL",60 & 61 Years,10116
8444,2013,"Miami, FL",45 to 54 Years,58768
8445,2013,"Miami, FL",5 to 17 Years,49618
8446,2013,"Miami, FL",55 to 59 Years,25707
8447,2013,"Miami, FL",Under 5 Years,28918
8448,2018,"Miami, FL",18 to 24 Years,30527
8449,2018,"Miami, FL",75 Years & Over,41900
8450,2018,"Miami, FL",45 to 54 Years,71718
8451,2018,"Miami, FL",Under 5 Years,26948
8452,2018,"Miami, FL",65 to 74 Years,41123
8453,2018,"Miami, FL",35 to 44 Years,67215
8454,2018,"Miami, FL",55 to 59 Years,28494
8455,2018,"Miami, FL",5 to 17 Years,56486
8456,2018,"Miami, FL",62 to 64 Years,15074
8457,2018,"Miami, FL",25 to 34 Years,80956
8458,2018,"Miami, FL",60 & 61 Years,10470
8459,2017,"Miami, FL",5 to 17 Years,55512
8460,2017,"Miami, FL",75 Years & Over,36040
8461,2017,"Miami, FL",60 & 61 Years,10362
8462,2017,"Miami, FL",25 to 34 Years,77577
8463,2017,"Miami, FL",62 to 64 Years,15697
8464,2017,"Miami, FL",18 to 24 Years,38036
8465,2017,"Miami, FL",55 to 59 Years,27521
8466,2017,"Miami, FL",35 to 44 Years,68373
8467,2017,"Miami, FL",65 to 74 Years,38913
8468,2017,"Miami, FL",Under 5 Years,26488
8469,2017,"Miami, FL",45 to 54 Years,68835
8470,2016,"Miami, FL",5 to 17 Years,52641
8471,2016,"Miami, FL",18 to 24 Years,35785
8472,2016,"Miami, FL",60 & 61 Years,10198
8473,2016,"Miami, FL",75 Years & Over,39903
8474,2016,"Miami, FL",45 to 54 Years,64738
8475,2016,"Miami, FL",35 to 44 Years,67609
8476,2016,"Miami, FL",62 to 64 Years,12279
8477,2016,"Miami, FL",65 to 74 Years,39983
8478,2016,"Miami, FL",55 to 59 Years,30160
8479,2016,"Miami, FL",Under 5 Years,26153
8480,2016,"Miami, FL",25 to 34 Years,74135
8481,2015,"Miami, FL",25 to 34 Years,74621
8482,2015,"Miami, FL",18 to 24 Years,33628
8483,2015,"Miami, FL",55 to 59 Years,29394
8484,2015,"Miami, FL",75 Years & Over,36581
8485,2015,"Miami, FL",35 to 44 Years,66017
8486,2015,"Miami, FL",60 & 61 Years,11742
8487,2015,"Miami, FL",Under 5 Years,27205
8488,2015,"Miami, FL",5 to 17 Years,48374
8489,2015,"Miami, FL",45 to 54 Years,61991
8490,2015,"Miami, FL",62 to 64 Years,13020
8491,2015,"Miami, FL",65 to 74 Years,38416
8492,2014,"Miami, FL",62 to 64 Years,16030
8493,2014,"Miami, FL",5 to 17 Years,50378
8494,2014,"Miami, FL",Under 5 Years,25756
8495,2014,"Miami, FL",25 to 34 Years,69190
8496,2014,"Miami, FL",55 to 59 Years,22151
8497,2014,"Miami, FL",35 to 44 Years,69696
8498,2014,"Miami, FL",75 Years & Over,29915
8499,2014,"Miami, FL",60 & 61 Years,9739
8500,2014,"Miami, FL",45 to 54 Years,62710
8501,2014,"Miami, FL",18 to 24 Years,36279
8502,2014,"Miami, FL",65 to 74 Years,38497
8503,2013,"Miami, FL",75 Years & Over,32872
8504,2013,"Miami, FL",65 to 74 Years,32517
8505,2013,"Miami, FL",18 to 24 Years,35879
8506,2013,"Miami, FL",62 to 64 Years,11657
8507,2013,"Miami, FL",35 to 44 Years,61231
8508,2013,"Miami, FL",25 to 34 Years,70387
8509,2013,"Miami, FL",60 & 61 Years,10116
8510,2013,"Miami, FL",45 to 54 Years,58768
8511,2013,"Miami, FL",5 to 17 Years,49618
8512,2013,"Miami, FL",55 to 59 Years,25707
8513,2013,"Miami, FL",Under 5 Years,28918
8514,2018,"Miami, FL",18 to 24 Years,30527
8515,2018,"Miami, FL",75 Years & Over,41900
8516,2018,"Miami, FL",45 to 54 Years,71718
8517,2018,"Miami, FL",Under 5 Years,26948
8518,2018,"Miami, FL",65 to 74 Years,41123
8519,2018,"Miami, FL",35 to 44 Years,67215
8520,2018,"Miami, FL",55 to 59 Years,28494
8521,2018,"Miami, FL",5 to 17 Years,56486
8522,2018,"Miami, FL",62 to 64 Years,15074
8523,2018,"Miami, FL",25 to 34 Years,80956
8524,2018,"Miami, FL",60 & 61 Years,10470
8525,2017,"Miami, FL",5 to 17 Years,55512
8526,2017,"Miami, FL",75 Years & Over,36040
8527,2017,"Miami, FL",60 & 61 Years,10362
8528,2017,"Miami, FL",25 to 34 Years,77577
8529,2017,"Miami, FL",62 to 64 Years,15697
8530,2017,"Miami, FL",18 to 24 Years,38036
8531,2017,"Miami, FL",55 to 59 Years,27521
8532,2017,"Miami, FL",35 to 44 Years,68373
8533,2017,"Miami, FL",65 to 74 Years,38913
8534,2017,"Miami, FL",Under 5 Years,26488
8535,2017,"Miami, FL",45 to 54 Years,68835
8536,2016,"Miami, FL",5 to 17 Years,52641
8537,2016,"Miami, FL",18 to 24 Years,35785
8538,2016,"Miami, FL",60 & 61 Years,10198
8539,2016,"Miami, FL",75 Years & Over,39903
8540,2016,"Miami, FL",45 to 54 Years,64738
8541,2016,"Miami, FL",35 to 44 Years,67609
8542,2016,"Miami, FL",62 to 64 Years,12279
8543,2016,"Miami, FL",65 to 74 Years,39983
8544,2016,"Miami, FL",55 to 59 Years,30160
8545,2016,"Miami, FL",Under 5 Years,26153
8546,2016,"Miami, FL",25 to 34 Years,74135
8547,2015,"Miami, FL",25 to 34 Years,74621
8548,2015,"Miami, FL",18 to 24 Years,33628
8549,2015,"Miami, FL",55 to 59 Years,29394
8550,2015,"Miami, FL",75 Years & Over,36581
8551,2015,"Miami, FL",35 to 44 Years,66017
8552,2015,"Miami, FL",60 & 61 Years,11742
8553,2015,"Miami, FL",Under 5 Years,27205
8554,2015,"Miami, FL",5 to 17 Years,48374
8555,2015,"Miami, FL",45 to 54 Years,61991
8556,2015,"Miami, FL",62 to 64 Years,13020
8557,2015,"Miami, FL",65 to 74 Years,38416
8558,2014,"Miami, FL",62 to 64 Years,16030
8559,2014,"Miami, FL",5 to 17 Years,50378
8560,2014,"Miami, FL",Under 5 Years,25756
8561,2014,"Miami, FL",25 to 34 Years,69190
8562,2014,"Miami, FL",55 to 59 Years,22151
8563,2014,"Miami, FL",35 to 44 Years,69696
8564,2014,"Miami, FL",75 Years & Over,29915
8565,2014,"Miami, FL",60 & 61 Years,9739
8566,2014,"Miami, FL",45 to 54 Years,62710
8567,2014,"Miami, FL",18 to 24 Years,36279
8568,2014,"Miami, FL",65 to 74 Years,38497
8569,2013,"Miami, FL",75 Years & Over,32872
8570,2013,"Miami, FL",65 to 74 Years,32517
8571,2013,"Miami, FL",18 to 24 Years,35879
8572,2013,"Miami, FL",62 to 64 Years,11657
8573,2013,"Miami, FL",35 to 44 Years,61231
8574,2013,"Miami, FL",25 to 34 Years,70387
8575,2013,"Miami, FL",60 & 61 Years,10116
8576,2013,"Miami, FL",45 to 54 Years,58768
8577,2013,"Miami, FL",5 to 17 Years,49618
8578,2013,"Miami, FL",55 to 59 Years,25707
8579,2013,"Miami, FL",Under 5 Years,28918
8580,2018,"Miami, FL",18 to 24 Years,30527
8581,2018,"Miami, FL",75 Years & Over,41900
8582,2018,"Miami, FL",45 to 54 Years,71718
8583,2018,"Miami, FL",Under 5 Years,26948
8584,2018,"Miami, FL",65 to 74 Years,41123
8585,2018,"Miami, FL",35 to 44 Years,67215
8586,2018,"Miami, FL",55 to 59 Years,28494
8587,2018,"Miami, FL",5 to 17 Years,56486
8588,2018,"Miami, FL",62 to 64 Years,15074
8589,2018,"Miami, FL",25 to 34 Years,80956
8590,2018,"Miami, FL",60 & 61 Years,10470
8591,2017,"Miami, FL",5 to 17 Years,55512
8592,2017,"Miami, FL",75 Years & Over,36040
8593,2017,"Miami, FL",60 & 61 Years,10362
8594,2017,"Miami, FL",25 to 34 Years,77577
8595,2017,"Miami, FL",62 to 64 Years,15697
8596,2017,"Miami, FL",18 to 24 Years,38036
8597,2017,"Miami, FL",55 to 59 Years,27521
8598,2017,"Miami, FL",35 to 44 Years,68373
8599,2017,"Miami, FL",65 to 74 Years,38913
8600,2017,"Miami, FL",Under 5 Years,26488
8601,2017,"Miami, FL",45 to 54 Years,68835
8602,2016,"Miami, FL",5 to 17 Years,52641
8603,2016,"Miami, FL",18 to 24 Years,35785
8604,2016,"Miami, FL",60 & 61 Years,10198
8605,2016,"Miami, FL",75 Years & Over,39903
8606,2016,"Miami, FL",45 to 54 Years,64738
8607,2016,"Miami, FL",35 to 44 Years,67609
8608,2016,"Miami, FL",62 to 64 Years,12279
8609,2016,"Miami, FL",65 to 74 Years,39983
8610,2016,"Miami, FL",55 to 59 Years,30160
8611,2016,"Miami, FL",Under 5 Years,26153
8612,2016,"Miami, FL",25 to 34 Years,74135
8613,2015,"Miami, FL",25 to 34 Years,74621
8614,2015,"Miami, FL",18 to 24 Years,33628
8615,2015,"Miami, FL",55 to 59 Years,29394
8616,2015,"Miami, FL",75 Years & Over,36581
8617,2015,"Miami, FL",35 to 44 Years,66017
8618,2015,"Miami, FL",60 & 61 Years,11742
8619,2015,"Miami, FL",Under 5 Years,27205
8620,2015,"Miami, FL",5 to 17 Years,48374
8621,2015,"Miami, FL",45 to 54 Years,61991
8622,2015,"Miami, FL",62 to 64 Years,13020
8623,2015,"Miami, FL",65 to 74 Years,38416
8624,2014,"Miami, FL",62 to 64 Years,16030
8625,2014,"Miami, FL",5 to 17 Years,50378
8626,2014,"Miami, FL",Under 5 Years,25756
8627,2014,"Miami, FL",25 to 34 Years,69190
8628,2014,"Miami, FL",55 to 59 Years,22151
8629,2014,"Miami, FL",35 to 44 Years,69696
8630,2014,"Miami, FL",75 Years & Over,29915
8631,2014,"Miami, FL",60 & 61 Years,9739
8632,2014,"Miami, FL",45 to 54 Years,62710
8633,2014,"Miami, FL",18 to 24 Years,36279
8634,2014,"Miami, FL",65 to 74 Years,38497
8635,2013,"Miami, FL",75 Years & Over,32872
8636,2013,"Miami, FL",65 to 74 Years,32517
8637,2013,"Miami, FL",18 to 24 Years,35879
8638,2013,"Miami, FL",62 to 64 Years,11657
8639,2013,"Miami, FL",35 to 44 Years,61231
8640,2013,"Miami, FL",25 to 34 Years,70387
8641,2013,"Miami, FL",60 & 61 Years,10116
8642,2013,"Miami, FL",45 to 54 Years,58768
8643,2013,"Miami, FL",5 to 17 Years,49618
8644,2013,"Miami, FL",55 to 59 Years,25707
8645,2013,"Miami, FL",Under 5 Years,28918
8646,2018,"Miami, FL",18 to 24 Years,30527
8647,2018,"Miami, FL",75 Years & Over,41900
8648,2018,"Miami, FL",45 to 54 Years,71718
8649,2018,"Miami, FL",Under 5 Years,26948
8650,2018,"Miami, FL",65 to 74 Years,41123
8651,2018,"Miami, FL",35 to 44 Years,67215
8652,2018,"Miami, FL",55 to 59 Years,28494
8653,2018,"Miami, FL",5 to 17 Years,56486
8654,2018,"Miami, FL",62 to 64 Years,15074
8655,2018,"Miami, FL",25 to 34 Years,80956
8656,2018,"Miami, FL",60 & 61 Years,10470
8657,2017,"Miami, FL",5 to 17 Years,55512
8658,2017,"Miami, FL",75 Years & Over,36040
8659,2017,"Miami, FL",60 & 61 Years,10362
8660,2017,"Miami, FL",25 to 34 Years,77577
8661,2017,"Miami, FL",62 to 64 Years,15697
8662,2017,"Miami, FL",18 to 24 Years,38036
8663,2017,"Miami, FL",55 to 59 Years,27521
8664,2017,"Miami, FL",35 to 44 Years,68373
8665,2017,"Miami, FL",65 to 74 Years,38913
8666,2017,"Miami, FL",Under 5 Years,26488
8667,2017,"Miami, FL",45 to 54 Years,68835
8668,2016,"Miami, FL",5 to 17 Years,52641
8669,2016,"Miami, FL",18 to 24 Years,35785
8670,2016,"Miami, FL",60 & 61 Years,10198
8671,2016,"Miami, FL",75 Years & Over,39903
8672,2016,"Miami, FL",45 to 54 Years,64738
8673,2016,"Miami, FL",35 to 44 Years,67609
8674,2016,"Miami, FL",62 to 64 Years,12279
8675,2016,"Miami, FL",65 to 74 Years,39983
8676,2016,"Miami, FL",55 to 59 Years,30160
8677,2016,"Miami, FL",Under 5 Years,26153
8678,2016,"Miami, FL",25 to 34 Years,74135
8679,2015,"Miami, FL",25 to 34 Years,74621
8680,2015,"Miami, FL",18 to 24 Years,33628
8681,2015,"Miami, FL",55 to 59 Years,29394
8682,2015,"Miami, FL",75 Years & Over,36581
8683,2015,"Miami, FL",35 to 44 Years,66017
8684,2015,"Miami, FL",60 & 61 Years,11742
8685,2015,"Miami, FL",Under 5 Years,27205
8686,2015,"Miami, FL",5 to 17 Years,48374
8687,2015,"Miami, FL",45 to 54 Years,61991
8688,2015,"Miami, FL",62 to 64 Years,13020
8689,2015,"Miami, FL",65 to 74 Years,38416
8690,2014,"Miami, FL",62 to 64 Years,16030
8691,2014,"Miami, FL",5 to 17 Years,50378
8692,2014,"Miami, FL",Under 5 Years,25756
8693,2014,"Miami, FL",25 to 34 Years,69190
8694,2014,"Miami, FL",55 to 59 Years,22151
8695,2014,"Miami, FL",35 to 44 Years,69696
8696,2014,"Miami, FL",75 Years & Over,29915
8697,2014,"Miami, FL",60 & 61 Years,9739
8698,2014,"Miami, FL",45 to 54 Years,62710
8699,2014,"Miami, FL",18 to 24 Years,36279
8700,2014,"Miami, FL",65 to 74 Years,38497
8701,2013,"Miami, FL",75 Years & Over,32872
8702,2013,"Miami, FL",65 to 74 Years,32517
8703,2013,"Miami, FL",18 to 24 Years,35879
8704,2013,"Miami, FL",62 to 64 Years,11657
8705,2013,"Miami, FL",35 to 44 Years,61231
8706,2013,"Miami, FL",25 to 34 Years,70387
8707,2013,"Miami, FL",60 & 61 Years,10116
8708,2013,"Miami, FL",45 to 54 Years,58768
8709,2013,"Miami, FL",5 to 17 Years,49618
8710,2013,"Miami, FL",55 to 59 Years,25707
8711,2013,"Miami, FL",Under 5 Years,28918
8712,2018,"Nashville, NC",18 to 24 Years,455
8713,2018,"Nashville, NC",75 Years & Over,474
8714,2018,"Nashville, NC",45 to 54 Years,925
8715,2018,"Nashville, NC",Under 5 Years,308
8716,2018,"Nashville, NC",65 to 74 Years,602
8717,2018,"Nashville, NC",35 to 44 Years,560
8718,2018,"Nashville, NC",55 to 59 Years,306
8719,2018,"Nashville, NC",5 to 17 Years,734
8720,2018,"Nashville, NC",62 to 64 Years,261
8721,2018,"Nashville, NC",25 to 34 Years,649
8722,2018,"Nashville, NC",60 & 61 Years,249
8723,2017,"Nashville, NC",5 to 17 Years,622
8724,2017,"Nashville, NC",75 Years & Over,544
8725,2017,"Nashville, NC",60 & 61 Years,180
8726,2017,"Nashville, NC",25 to 34 Years,481
8727,2017,"Nashville, NC",62 to 64 Years,301
8728,2017,"Nashville, NC",18 to 24 Years,361
8729,2017,"Nashville, NC",55 to 59 Years,349
8730,2017,"Nashville, NC",35 to 44 Years,512
8731,2017,"Nashville, NC",65 to 74 Years,635
8732,2017,"Nashville, NC",Under 5 Years,252
8733,2017,"Nashville, NC",45 to 54 Years,1236
8734,2016,"Nashville, NC",5 to 17 Years,442
8735,2016,"Nashville, NC",18 to 24 Years,302
8736,2016,"Nashville, NC",60 & 61 Years,211
8737,2016,"Nashville, NC",75 Years & Over,562
8738,2016,"Nashville, NC",45 to 54 Years,1259
8739,2016,"Nashville, NC",35 to 44 Years,610
8740,2016,"Nashville, NC",62 to 64 Years,275
8741,2016,"Nashville, NC",65 to 74 Years,746
8742,2016,"Nashville, NC",55 to 59 Years,346
8743,2016,"Nashville, NC",Under 5 Years,294
8744,2016,"Nashville, NC",25 to 34 Years,474
8745,2015,"Nashville, NC",25 to 34 Years,537
8746,2015,"Nashville, NC",18 to 24 Years,593
8747,2015,"Nashville, NC",55 to 59 Years,284
8748,2015,"Nashville, NC",75 Years & Over,448
8749,2015,"Nashville, NC",35 to 44 Years,472
8750,2015,"Nashville, NC",60 & 61 Years,125
8751,2015,"Nashville, NC",Under 5 Years,327
8752,2015,"Nashville, NC",5 to 17 Years,636
8753,2015,"Nashville, NC",45 to 54 Years,1188
8754,2015,"Nashville, NC",62 to 64 Years,251
8755,2015,"Nashville, NC",65 to 74 Years,598
8756,2014,"Nashville, NC",62 to 64 Years,290
8757,2014,"Nashville, NC",5 to 17 Years,757
8758,2014,"Nashville, NC",Under 5 Years,387
8759,2014,"Nashville, NC",25 to 34 Years,677
8760,2014,"Nashville, NC",55 to 59 Years,300
8761,2014,"Nashville, NC",35 to 44 Years,689
8762,2014,"Nashville, NC",75 Years & Over,361
8763,2014,"Nashville, NC",60 & 61 Years,164
8764,2014,"Nashville, NC",45 to 54 Years,873
8765,2014,"Nashville, NC",18 to 24 Years,465
8766,2014,"Nashville, NC",65 to 74 Years,506
8767,2013,"Nashville, NC",75 Years & Over,385
8768,2013,"Nashville, NC",65 to 74 Years,533
8769,2013,"Nashville, NC",18 to 24 Years,526
8770,2013,"Nashville, NC",62 to 64 Years,215
8771,2013,"Nashville, NC",35 to 44 Years,660
8772,2013,"Nashville, NC",25 to 34 Years,712
8773,2013,"Nashville, NC",60 & 61 Years,161
8774,2013,"Nashville, NC",45 to 54 Years,791
8775,2013,"Nashville, NC",5 to 17 Years,745
8776,2013,"Nashville, NC",55 to 59 Years,336
8777,2013,"Nashville, NC",Under 5 Years,382
8778,2018,"Nashville, NC",18 to 24 Years,455
8779,2018,"Nashville, NC",75 Years & Over,474
8780,2018,"Nashville, NC",45 to 54 Years,925
8781,2018,"Nashville, NC",Under 5 Years,308
8782,2018,"Nashville, NC",65 to 74 Years,602
8783,2018,"Nashville, NC",35 to 44 Years,560
8784,2018,"Nashville, NC",55 to 59 Years,306
8785,2018,"Nashville, NC",5 to 17 Years,734
8786,2018,"Nashville, NC",62 to 64 Years,261
8787,2018,"Nashville, NC",25 to 34 Years,649
8788,2018,"Nashville, NC",60 & 61 Years,249
8789,2017,"Nashville, NC",5 to 17 Years,622
8790,2017,"Nashville, NC",75 Years & Over,544
8791,2017,"Nashville, NC",60 & 61 Years,180
8792,2017,"Nashville, NC",25 to 34 Years,481
8793,2017,"Nashville, NC",62 to 64 Years,301
8794,2017,"Nashville, NC",18 to 24 Years,361
8795,2017,"Nashville, NC",55 to 59 Years,349
8796,2017,"Nashville, NC",35 to 44 Years,512
8797,2017,"Nashville, NC",65 to 74 Years,635
8798,2017,"Nashville, NC",Under 5 Years,252
8799,2017,"Nashville, NC",45 to 54 Years,1236
8800,2016,"Nashville, NC",5 to 17 Years,442
8801,2016,"Nashville, NC",18 to 24 Years,302
8802,2016,"Nashville, NC",60 & 61 Years,211
8803,2016,"Nashville, NC",75 Years & Over,562
8804,2016,"Nashville, NC",45 to 54 Years,1259
8805,2016,"Nashville, NC",35 to 44 Years,610
8806,2016,"Nashville, NC",62 to 64 Years,275
8807,2016,"Nashville, NC",65 to 74 Years,746
8808,2016,"Nashville, NC",55 to 59 Years,346
8809,2016,"Nashville, NC",Under 5 Years,294
8810,2016,"Nashville, NC",25 to 34 Years,474
8811,2015,"Nashville, NC",25 to 34 Years,537
8812,2015,"Nashville, NC",18 to 24 Years,593
8813,2015,"Nashville, NC",55 to 59 Years,284
8814,2015,"Nashville, NC",75 Years & Over,448
8815,2015,"Nashville, NC",35 to 44 Years,472
8816,2015,"Nashville, NC",60 & 61 Years,125
8817,2015,"Nashville, NC",Under 5 Years,327
8818,2015,"Nashville, NC",5 to 17 Years,636
8819,2015,"Nashville, NC",45 to 54 Years,1188
8820,2015,"Nashville, NC",62 to 64 Years,251
8821,2015,"Nashville, NC",65 to 74 Years,598
8822,2014,"Nashville, NC",62 to 64 Years,290
8823,2014,"Nashville, NC",5 to 17 Years,757
8824,2014,"Nashville, NC",Under 5 Years,387
8825,2014,"Nashville, NC",25 to 34 Years,677
8826,2014,"Nashville, NC",55 to 59 Years,300
8827,2014,"Nashville, NC",35 to 44 Years,689
8828,2014,"Nashville, NC",75 Years & Over,361
8829,2014,"Nashville, NC",60 & 61 Years,164
8830,2014,"Nashville, NC",45 to 54 Years,873
8831,2014,"Nashville, NC",18 to 24 Years,465
8832,2014,"Nashville, NC",65 to 74 Years,506
8833,2013,"Nashville, NC",75 Years & Over,385
8834,2013,"Nashville, NC",65 to 74 Years,533
8835,2013,"Nashville, NC",18 to 24 Years,526
8836,2013,"Nashville, NC",62 to 64 Years,215
8837,2013,"Nashville, NC",35 to 44 Years,660
8838,2013,"Nashville, NC",25 to 34 Years,712
8839,2013,"Nashville, NC",60 & 61 Years,161
8840,2013,"Nashville, NC",45 to 54 Years,791
8841,2013,"Nashville, NC",5 to 17 Years,745
8842,2013,"Nashville, NC",55 to 59 Years,336
8843,2013,"Nashville, NC",Under 5 Years,382
8844,2018,"Nashville, NC",18 to 24 Years,455
8845,2018,"Nashville, NC",75 Years & Over,474
8846,2018,"Nashville, NC",45 to 54 Years,925
8847,2018,"Nashville, NC",Under 5 Years,308
8848,2018,"Nashville, NC",65 to 74 Years,602
8849,2018,"Nashville, NC",35 to 44 Years,560
8850,2018,"Nashville, NC",55 to 59 Years,306
8851,2018,"Nashville, NC",5 to 17 Years,734
